location,googleMapsUri,priceLevel,displayName,currentOpeningHours,primaryType,editorialSummary,priceRange
"{'latitude': -37.81538, 'longitude': 144.95510160000003}",https://maps.google.com/?cid=6418607321582026794,PRICE_LEVEL_INEXPENSIVE,"{'text': 'Delhi Rocks', 'languageCode': 'en'}","{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}, 'close': {'day': 1, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}}, {'open': {'day': 1, 'hour': 11, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 2, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 2, 'hour': 11, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 3, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 3, 'hour': 11, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 4, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 4, 'hour': 11, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 5, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 5, 'hour': 11, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 6, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 6, 'hour': 2, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}}, {'open': {'day': 6, 'hour': 11, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 0, 'hour': 2, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}}], 'weekdayDescriptions': ['Monday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200912:00\u202fAM'], 'nextCloseTime': '2025-03-15T15:00:00Z'}",indian_restaurant,"{'text': 'Traditional Indian dishes to eat in or take away from the buffet, in a late-opening curry house.', 'languageCode': 'en'}","{'startPrice': {'currencyCode': 'AUD', 'units': '1'}, 'endPrice': {'currencyCode': 'AUD', 'units': '20'}}"
"{'latitude': -37.7980417, 'longitude': 144.9678255}",https://maps.google.com/?cid=15984613490439328251,PRICE_LEVEL_MODERATE,"{'text': 'Brunetti Classico Carlton', 'languageCode': 'en'}","{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 6, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}, 'close': {'day': 0, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}}, {'open': {'day': 1, 'hour': 6, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 1, 'hour': 23, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}}, {'open': {'day': 2, 'hour': 6, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 2, 'hour': 23, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 3, 'hour': 6, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 3, 'hour': 23, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 4, 'hour': 6, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 4, 'hour': 23, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 5, 'hour': 6, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 6, 'hour': 6, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 0, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}}], 'weekdayDescriptions': ['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2025-03-15T13:00:00Z'}",italian_restaurant,"{'text': 'Italian cafe known for sweets, serving pizza & housemade pasta in a modern space.', 'languageCode': 'en'}","{'startPrice': {'currencyCode': 'AUD', 'units': '20'}, 'endPrice': {'currencyCode': 'AUD', 'units': '40'}}"
"{'latitude': -37.8133738, 'longitude': 144.9612479}",https://maps.google.com/?cid=4649566450301681158,PRICE_LEVEL_MODERATE,"{'text': 'Max on Hardware', 'languageCode': 'en'}","{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 16}}, 'close': {'day': 0, 'hour': 21, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}}, {'open': {'day': 1, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 1, 'hour': 21, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}}, {'open': {'day': 2, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 2, 'hour': 21, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 3, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 3, 'hour': 21, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 4, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 4, 'hour': 21, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 5, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 21, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 6, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 6, 'hour': 21, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 15}}}], 'weekdayDescriptions': ['Monday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20099:00\u202fPM'], 'nextOpenTime': '2025-03-16T00:30:00Z'}",italian_restaurant,"{'text': 'Traditional Italian pizza, pasta and mains, in relaxed restaurant and bustling street seating area.', 'languageCode': 'en'}","{'startPrice': {'currencyCode': 'AUD', 'units': '20'}, 'endPrice': {'currencyCode': 'AUD', 'units': '40'}}"
"{'latitude': -37.8471554, 'longitude': 144.9490759}",https://maps.google.com/?cid=8681126040268449146,PRICE_LEVEL_MODERATE,"{'text': 'Third Wave BBQ', 'languageCode': 'en'}","{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 11, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}, 'close': {'day': 0, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}}, {'open': {'day': 1, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 1, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}}, {'open': {'day': 2, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 2, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 3, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 3, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 4, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 4, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 5, 'hour': 11, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 23, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 6, 'hour': 11, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 6, 'hour': 23, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}}], 'weekdayDescriptions': ['Monday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2025-03-15T12:00:00Z'}",american_restaurant,"{'text': 'Casual colourful cafe during the day, then offering American BBQ for dinner.', 'languageCode': 'en'}",
"{'latitude': -37.8170176, 'longitude': 144.95568799999998}",https://maps.google.com/?cid=16975329350020562682,PRICE_LEVEL_MODERATE,"{'text': 'Saravanaa Bhavan', 'languageCode': 'en'}","{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 7, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 16}}, 'close': {'day': 0, 'hour': 22, 'minute': 45, 'date': {'year': 2025, 'month': 3, 'day': 16}}}, {'open': {'day': 1, 'hour': 7, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 1, 'hour': 22, 'minute': 45, 'date': {'year': 2025, 'month': 3, 'day': 17}}}, {'open': {'day': 2, 'hour': 7, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 2, 'hour': 22, 'minute': 45, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 3, 'hour': 7, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 3, 'hour': 22, 'minute': 45, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 4, 'hour': 7, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 4, 'hour': 22, 'minute': 45, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 5, 'hour': 7, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 23, 'minute': 15, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 6, 'hour': 7, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 6, 'hour': 23, 'minute': 15, 'date': {'year': 2025, 'month': 3, 'day': 15}}}], 'weekdayDescriptions': ['Monday: 7:30\u202fAM\u2009–\u200910:45\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u200910:45\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u200910:45\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u200910:45\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u200911:15\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u200911:15\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u200910:45\u202fPM'], 'nextCloseTime': '2025-03-15T12:15:00Z'}",indian_restaurant,"{'text': 'Long-running international chain serving up South Indian vegetarian dishes, including dosas.', 'languageCode': 'en'}","{'startPrice': {'currencyCode': 'AUD', 'units': '20'}, 'endPrice': {'currencyCode': 'AUD', 'units': '40'}}"
"{'latitude': -37.8159071, 'longitude': 144.9683863}",https://maps.google.com/?cid=16155669754805859178,PRICE_LEVEL_EXPENSIVE,"{'text': 'Supernormal', 'languageCode': 'en'}","{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}, 'close': {'day': 1, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}}, {'open': {'day': 1, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 2, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 2, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 3, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 3, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 4, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 4, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 5, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 5, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 6, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 0, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}}], 'weekdayDescriptions': ['Monday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u200912:00\u202fAM'], 'nextCloseTime': '2025-03-15T13:00:00Z'}",asian_restaurant,"{'text': 'Communal benches & an open kitchen create a buzzy setting for Asian-inspired cuisine.', 'languageCode': 'en'}",
"{'latitude': -37.8182319, 'longitude': 144.95582170000003}",https://maps.google.com/?cid=3713985326108516465,,"{'text': 'Il Mercato Centrale Melbourne', 'languageCode': 'en'}","{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}, 'close': {'day': 0, 'hour': 21, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}}, {'open': {'day': 1, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 1, 'hour': 21, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}}, {'open': {'day': 2, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 2, 'hour': 21, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 3, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 3, 'hour': 21, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 4, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 4, 'hour': 21, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 5, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 6, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 6, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20099:00\u202fPM'], 'nextOpenTime': '2025-03-15T20:00:00Z'}",restaurant,,"{'startPrice': {'currencyCode': 'AUD', 'units': '20'}, 'endPrice': {'currencyCode': 'AUD', 'units': '40'}}"
"{'latitude': -37.798764999999996, 'longitude': 144.978198}",https://maps.google.com/?cid=6088840324570582573,PRICE_LEVEL_MODERATE,"{'text': 'Naked For Satan', 'languageCode': 'en'}","{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}, 'close': {'day': 0, 'hour': 18, 'minute': 30, 'date': {'year': 2025, 'month': 3, 'day': 16}}}, {'open': {'day': 1, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 2, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 2, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 3, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 3, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 4, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 4, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 5, 'hour': 0, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 5, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 6, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 6, 'hour': 1, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}}, {'open': {'day': 6, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 0, 'hour': 1, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}}], 'weekdayDescriptions': ['Monday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: 12:00\u2009–\u20096:30\u202fPM'], 'nextCloseTime': '2025-03-15T14:00:00Z'}",restaurant,"{'text': 'Tapas-style plates and infused vodka served in swanky digs with a rooftop bar and antique still.', 'languageCode': 'en'}","{'startPrice': {'currencyCode': 'AUD', 'units': '20'}, 'endPrice': {'currencyCode': 'AUD', 'units': '40'}}"
"{'latitude': -37.8157985, 'longitude': 144.96310730000002}",https://maps.google.com/?cid=15084776496355578216,PRICE_LEVEL_INEXPENSIVE,"{'text': 'Dodee Paidang', 'languageCode': 'en'}","{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}, 'close': {'day': 0, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}}, {'open': {'day': 1, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 1, 'hour': 15, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}}, {'open': {'day': 1, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 1, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}}, {'open': {'day': 2, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 2, 'hour': 15, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 2, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 2, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 3, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 3, 'hour': 15, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 3, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 3, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 4, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 4, 'hour': 15, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 4, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 4, 'hour': 22, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 5, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 15, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 5, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 23, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 6, 'hour': 12, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 6, 'hour': 23, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}}], 'weekdayDescriptions': ['Monday: 12:00\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2025-03-15T12:00:00Z'}",thai_restaurant,"{'text': 'Bustling eatery dishing up classic Thai street food, including curries, noodles & whole fish soup.', 'languageCode': 'en'}","{'startPrice': {'currencyCode': 'AUD', 'units': '20'}, 'endPrice': {'currencyCode': 'AUD', 'units': '40'}}"
"{'latitude': -37.8029711, 'longitude': 144.95900269999998}",https://maps.google.com/?cid=6522527398827161630,PRICE_LEVEL_MODERATE,"{'text': 'Seven Seeds Coffee Roasters', 'languageCode': 'en'}","{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}, 'close': {'day': 0, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 16}}}, {'open': {'day': 1, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}, 'close': {'day': 1, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 17}}}, {'open': {'day': 2, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}, 'close': {'day': 2, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 18}}}, {'open': {'day': 3, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}, 'close': {'day': 3, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 19}}}, {'open': {'day': 4, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}, 'close': {'day': 4, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 20}}}, {'open': {'day': 5, 'hour': 7, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}, 'close': {'day': 5, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 21}}}, {'open': {'day': 6, 'hour': 8, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}, 'close': {'day': 6, 'hour': 17, 'minute': 0, 'date': {'year': 2025, 'month': 3, 'day': 15}}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM'], 'nextOpenTime': '2025-03-15T21:00:00Z'}",cafe,"{'text': 'Airy, industrial-chic cafe and micro-roaster serving brunch, sandwiches and specialty teas.', 'languageCode': 'en'}","{'startPrice': {'currencyCode': 'AUD', 'units': '20'}, 'endPrice': {'currencyCode': 'AUD', 'units': '40'}}"
